帧索引,时间戳(ISO),卫星位置_x(m),卫星位置_y(m),卫星位置_z(m),卫星四元数_w,卫星四元数_x,卫星四元数_y,卫星四元数_z,摄像机焦距(mm),摄像机类型,摄像机传感器宽度(mm),摄像机传感器高度(mm)
241,2025-01-01T01:20:57.831325,-7.834286,-2.519574,-0.441772,0.565064,0.556475,-0.178299,-0.582450,50.00,PERSP,36.00,24.00
242,2025-01-01T01:21:18.072289,-7.823837,-2.514618,-1.055542,0.562679,0.563538,-0.168673,-0.580832,50.00,PERSP,36.00,24.00
243,2025-01-01T01:21:38.313253,-7.805238,-2.492759,-1.864014,0.560130,0.570736,-0.158716,-0.579072,50.00,PERSP,36.00,24.00
244,2025-01-01T01:21:58.554217,-7.781582,-2.459600,-2.731201,0.557526,0.577751,-0.148862,-0.577243,50.00,PERSP,36.00,24.00
245,2025-01-01T01:22:18.795181,-7.753304,-2.415788,-3.522217,0.554860,0.584610,-0.139079,-0.575342,50.00,PERSP,36.00,24.00
246,2025-01-01T01:22:39.036145,-7.716985,-2.358014,-4.215576,0.552090,0.591426,-0.129207,-0.573339,50.00,PERSP,36.00,24.00
247,2025-01-01T01:22:59.277108,-7.674046,-2.286338,-4.759644,0.549213,0.598198,-0.119243,-0.571232,50.00,PERSP,36.00,24.00
248,2025-01-01T01:23:19.518072,-7.624671,-2.202610,-5.124512,0.546260,0.604851,-0.109298,-0.569042,50.00,PERSP,36.00,24.00
249,2025-01-01T01:23:39.759036,-7.567054,-2.103921,-5.370361,0.543217,0.611421,-0.099318,-0.566759,50.00,PERSP,36.00,24.00
250,2025-01-01T01:24:00,-7.474057,-1.943122,-5.545410,0.538853,0.620375,-0.085447,-0.563445,50.00,PERSP,36.00,24.00
1,2025-01-01T00:00:00,-7.842325,-2.516180,-0.913574,0.532162,0.633163,-0.065067,-0.558279,50.00,PERSP,36.00,24.00
2,2025-01-01T00:00:20.240964,-7.846649,-2.499896,-0.915039,0.528730,0.639325,-0.054988,-0.555594,50.00,PERSP,36.00,24.00
3,2025-01-01T00:00:40.481928,-7.851505,-2.483887,-0.915527,0.525231,0.645359,-0.044946,-0.552833,50.00,PERSP,36.00,24.00
4,2025-01-01T00:01:00.722892,-7.858774,-2.465713,-0.914917,0.521694,0.651218,-0.035022,-0.550022,50.00,PERSP,36.00,24.00
5,2025-01-01T00:01:20.963855,-7.864085,-2.442602,-0.915283,0.517993,0.657108,-0.024865,-0.547059,50.00,PERSP,36.00,24.00
6,2025-01-01T00:01:41.204819,-7.871596,-2.418489,-0.916992,0.514265,0.662810,-0.014850,-0.544053,50.00,PERSP,36.00,24.00
7,2025-01-01T00:02:01.445783,-7.879962,-2.393081,-0.917725,0.510475,0.668382,-0.004882,-0.540978,50.00,PERSP,36.00,24.00
8,2025-01-01T00:02:21.686747,-7.889194,-2.365170,-0.918335,0.506608,0.673849,0.005082,-0.537820,50.00,PERSP,36.00,24.00
9,2025-01-01T00:02:41.927711,-7.897239,-2.332952,-0.919800,0.502608,0.679285,0.015183,-0.534534,50.00,PERSP,36.00,24.00
10,2025-01-01T00:03:02.168675,-7.908250,-2.298835,-0.919434,0.498554,0.684581,0.025220,-0.531185,50.00,PERSP,36.00,24.00
11,2025-01-01T00:03:22.409639,-7.918506,-2.262427,-0.922852,0.494439,0.689748,0.035211,-0.527767,50.00,PERSP,36.00,24.00
12,2025-01-01T00:03:42.650602,-7.929286,-2.222601,-0.923462,0.490233,0.694825,0.045229,-0.524255,50.00,PERSP,36.00,24.00
13,2025-01-01T00:04:02.891566,-7.942050,-2.179620,-0.925293,0.485957,0.699787,0.055226,-0.520667,50.00,PERSP,36.00,24.00
14,2025-01-01T00:04:23.132530,-7.954006,-2.133932,-0.926880,0.481597,0.704648,0.065233,-0.516991,50.00,PERSP,36.00,24.00
15,2025-01-01T00:04:43.373494,-7.966881,-2.084566,-0.928345,0.477137,0.709426,0.075288,-0.513212,50.00,PERSP,36.00,24.00
16,2025-01-01T00:05:03.614458,-7.980641,-2.032802,-0.927490,0.472658,0.714034,0.085203,-0.509401,50.00,PERSP,36.00,24.00
17,2025-01-01T00:05:23.855422,-7.994841,-1.976078,-0.929932,0.468068,0.718570,0.095190,-0.505479,50.00,PERSP,36.00,24.00
18,2025-01-01T00:05:44.096386,-8.008986,-1.916649,-0.929565,0.463413,0.722984,0.105142,-0.501485,50.00,PERSP,36.00,24.00
19,2025-01-01T00:06:04.337349,-8.023947,-1.852425,-0.926514,0.458671,0.727300,0.115111,-0.497399,50.00,PERSP,36.00,24.00
20,2025-01-01T00:06:24.578313,-8.040071,-1.785780,-0.927246,0.453917,0.731449,0.124936,-0.493288,50.00,PERSP,36.00,24.00
21,2025-01-01T00:06:44.819277,-8.055278,-1.713914,-0.923096,0.449003,0.735561,0.134926,-0.489022,50.00,PERSP,36.00,24.00
22,2025-01-01T00:07:05.060241,-8.070621,-1.637634,-0.926880,0.444070,0.739514,0.144790,-0.484724,50.00,PERSP,36.00,24.00
23,2025-01-01T00:07:25.301205,-8.086589,-1.556654,-0.928711,0.439059,0.743359,0.154649,-0.480343,50.00,PERSP,36.00,24.00
24,2025-01-01T00:07:45.542169,-8.103371,-1.471307,-0.927246,0.433994,0.747077,0.164455,-0.475899,50.00,PERSP,36.00,24.00
