帧索引,时间戳(ISO),卫星位置_x(m),卫星位置_y(m),卫星位置_z(m),卫星四元数_w,卫星四元数_x,卫星四元数_y,卫星四元数_z,摄像机焦距(mm),摄像机类型,摄像机传感器宽度(mm),摄像机传感器高度(mm)
1,2025-01-01T00:00:00,17.038931,51.282646,1743.095581,0.801055,0.360173,-0.324714,0.350923,50.00,PERSP,36.00,24.00
2,2025-01-01T00:00:20.240964,17.124298,51.248856,1743.097290,0.801412,0.359874,-0.324956,0.350192,50.00,PERSP,36.00,24.00
3,2025-01-01T00:00:40.481928,17.124298,51.248856,1743.097290,0.801412,0.359874,-0.324956,0.350192,50.00,PERSP,36.00,24.00
4,2025-01-01T00:01:00.722892,17.227921,51.212532,1743.097656,0.801789,0.359535,-0.325293,0.349360,50.00,PERSP,36.00,24.00
5,2025-01-01T00:01:20.963855,17.354071,51.175755,1743.097168,0.802141,0.359167,-0.325811,0.348446,50.00,PERSP,36.00,24.00
6,2025-01-01T00:01:41.204819,17.625219,51.075485,1743.098999,0.803161,0.358261,-0.326666,0.346224,50.00,PERSP,36.00,24.00
7,2025-01-01T00:02:01.445783,17.625219,51.075485,1743.098999,0.803161,0.358261,-0.326666,0.346224,50.00,PERSP,36.00,24.00
8,2025-01-01T00:02:21.686747,17.969543,50.963070,1743.099976,0.804220,0.357201,-0.327975,0.343613,50.00,PERSP,36.00,24.00
9,2025-01-01T00:02:41.927711,18.152782,50.893578,1743.101685,0.804894,0.356587,-0.328559,0.342113,50.00,PERSP,36.00,24.00
10,2025-01-01T00:03:02.168675,18.353651,50.821026,1743.102051,0.805576,0.355933,-0.329255,0.340513,50.00,PERSP,36.00,24.00
11,2025-01-01T00:03:22.409639,18.353651,50.821026,1743.102051,0.805576,0.355933,-0.329255,0.340513,50.00,PERSP,36.00,24.00
12,2025-01-01T00:03:42.650602,18.800713,50.659397,1743.105469,0.807041,0.354491,-0.330845,0.336989,50.00,PERSP,36.00,24.00
13,2025-01-01T00:04:02.891566,19.044401,50.569042,1743.107422,0.807839,0.353698,-0.331709,0.335057,50.00,PERSP,36.00,24.00
14,2025-01-01T00:04:23.132530,19.299967,50.472160,1743.108887,0.808688,0.352856,-0.332600,0.333006,50.00,PERSP,36.00,24.00
15,2025-01-01T00:04:43.373494,19.565311,50.365547,1743.109985,0.809611,0.351959,-0.333477,0.330829,50.00,PERSP,36.00,24.00
16,2025-01-01T00:05:03.614458,19.852680,50.257084,1743.109131,0.810502,0.351026,-0.334534,0.328564,50.00,PERSP,36.00,24.00
17,2025-01-01T00:05:23.855422,20.147928,50.138180,1743.112305,0.811479,0.350035,-0.335549,0.326166,50.00,PERSP,36.00,24.00
18,2025-01-01T00:05:44.096386,20.457584,50.013103,1743.111572,0.812484,0.348996,-0.336629,0.323655,50.00,PERSP,36.00,24.00
19,2025-01-01T00:06:04.337349,20.778320,49.878578,1743.108521,0.813545,0.347903,-0.337719,0.321020,50.00,PERSP,36.00,24.00
