帧索引,时间戳(ISO),卫星位置_x(m),卫星位置_y(m),卫星位置_z(m),卫星四元数_w,卫星四元数_x,卫星四元数_y,卫星四元数_z,摄像机焦距(mm),摄像机类型,摄像机传感器宽度(mm),摄像机传感器高度(mm)
148,2025-01-01T00:49:35.421687,1.544863,-0.427446,1747.872437,0.835654,0.021416,-0.476587,-0.272190,50.00,PERSP,36.00,24.00
149,2025-01-01T00:49:55.662651,1.548605,-0.413681,1747.879639,0.836840,0.023505,-0.476494,-0.268514,50.00,PERSP,36.00,24.00
150,2025-01-01T00:50:15.903614,1.552287,-0.399061,1747.858765,0.838073,0.025703,-0.476433,-0.264546,50.00,PERSP,36.00,24.00
151,2025-01-01T00:50:36.144578,1.555990,-0.383918,1747.862549,0.839407,0.028128,-0.476243,-0.260379,50.00,PERSP,36.00,24.00
152,2025-01-01T00:50:56.385542,1.559857,-0.367352,1747.863892,0.840788,0.030677,-0.476083,-0.255888,50.00,PERSP,36.00,24.00
153,2025-01-01T00:51:16.626506,1.564534,-0.349030,1747.865112,0.842238,0.033400,-0.475888,-0.251097,50.00,PERSP,36.00,24.00
154,2025-01-01T00:51:36.867470,1.568209,-0.330137,1747.853760,0.843746,0.036285,-0.475686,-0.245966,50.00,PERSP,36.00,24.00
155,2025-01-01T00:51:57.108434,1.572508,-0.310438,1747.857544,0.845324,0.039370,-0.475433,-0.240502,50.00,PERSP,36.00,24.00
156,2025-01-01T00:52:17.349398,1.576306,-0.288508,1747.861572,0.846942,0.042612,-0.475207,-0.234630,50.00,PERSP,36.00,24.00
157,2025-01-01T00:52:37.590361,1.580483,-0.265059,1747.859497,0.848655,0.046123,-0.474845,-0.228427,50.00,PERSP,36.00,24.00
158,2025-01-01T00:52:57.831325,1.584280,-0.240186,1747.860962,0.850405,0.049816,-0.474497,-0.221770,50.00,PERSP,36.00,24.00
159,2025-01-01T00:53:18.072289,1.588647,-0.213794,1747.854858,0.852240,0.053795,-0.474011,-0.214723,50.00,PERSP,36.00,24.00
160,2025-01-01T00:53:38.313253,1.592197,-0.185599,1747.862549,0.854093,0.057964,-0.473555,-0.207151,50.00,PERSP,36.00,24.00
161,2025-01-01T00:53:58.554217,1.595103,-0.155979,1747.854858,0.855996,0.062405,-0.473011,-0.199091,50.00,PERSP,36.00,24.00
162,2025-01-01T00:54:18.795181,1.598276,-0.123606,1747.851929,0.857965,0.067166,-0.472309,-0.190547,50.00,PERSP,36.00,24.00
163,2025-01-01T00:54:39.036145,1.600662,-0.089334,1747.847290,0.859926,0.072159,-0.471614,-0.181385,50.00,PERSP,36.00,24.00
164,2025-01-01T00:54:59.277108,1.601843,-0.053638,1747.845581,0.861938,0.077508,-0.470723,-0.171683,50.00,PERSP,36.00,24.00
165,2025-01-01T00:55:19.518072,1.602698,-0.015474,1747.837402,0.863917,0.083124,-0.469810,-0.161299,50.00,PERSP,36.00,24.00
166,2025-01-01T00:55:39.759036,1.602507,0.025822,1747.832642,0.865898,0.089096,-0.468719,-0.150280,50.00,PERSP,36.00,24.00
167,2025-01-01T00:56:00,1.600559,0.068923,1747.823730,0.867863,0.095436,-0.467437,-0.138593,50.00,PERSP,36.00,24.00
168,2025-01-01T00:56:20.240964,1.598564,0.114587,1747.815430,0.869760,0.102117,-0.466017,-0.126166,50.00,PERSP,36.00,24.00
169,2025-01-01T00:56:40.481928,1.595008,0.163099,1747.810303,0.871535,0.109121,-0.464505,-0.112936,50.00,PERSP,36.00,24.00
170,2025-01-01T00:57:00.722892,1.588022,0.213415,1747.805176,0.873249,0.116559,-0.462654,-0.099000,50.00,PERSP,36.00,24.00
171,2025-01-01T00:57:20.963855,1.580636,0.267433,1747.805542,0.874813,0.124370,-0.460580,-0.084265,50.00,PERSP,36.00,24.00
172,2025-01-01T00:57:41.204819,1.569328,0.323539,1747.807495,0.876158,0.132524,-0.458331,-0.068682,50.00,PERSP,36.00,24.00
173,2025-01-01T00:58:01.445783,1.556687,0.382115,1747.804810,0.877295,0.141068,-0.455759,-0.052315,50.00,PERSP,36.00,24.00
174,2025-01-01T00:58:21.686747,1.540752,0.442683,1747.802856,0.878165,0.149972,-0.452879,-0.035150,50.00,PERSP,36.00,24.00
175,2025-01-01T00:58:41.927711,1.521623,0.505341,1747.801025,0.878683,0.159187,-0.449757,-0.017170,50.00,PERSP,36.00,24.00
176,2025-01-01T00:59:02.168675,1.498269,0.569422,1747.798706,0.878911,0.168768,-0.446129,0.001477,50.00,PERSP,36.00,24.00
177,2025-01-01T00:59:22.409639,1.471402,0.635165,1747.795288,0.878610,0.178542,-0.442413,0.020934,50.00,PERSP,36.00,24.00
178,2025-01-01T00:59:42.650602,1.440762,0.701524,1747.796021,0.877891,0.188576,-0.438255,0.040974,50.00,PERSP,36.00,24.00
179,2025-01-01T01:00:02.891566,1.406027,0.768406,1747.796997,0.876681,0.198792,-0.433733,0.061549,50.00,PERSP,36.00,24.00
180,2025-01-01T01:00:23.132530,1.367994,0.834766,1747.797729,0.875009,0.209160,-0.428725,0.082504,50.00,PERSP,36.00,24.00
181,2025-01-01T01:00:43.373494,1.326365,0.900461,1747.801880,0.872687,0.219538,-0.423595,0.103864,50.00,PERSP,36.00,24.00
182,2025-01-01T01:01:03.614458,1.279855,0.964899,1747.800049,0.869879,0.229934,-0.418003,0.125357,50.00,PERSP,36.00,24.00
183,2025-01-01T01:01:23.855422,1.230222,1.027231,1747.803589,0.866447,0.240230,-0.412265,0.146958,50.00,PERSP,36.00,24.00
184,2025-01-01T01:01:44.096386,1.177724,1.087033,1747.801880,0.862574,0.250407,-0.406080,0.168406,50.00,PERSP,36.00,24.00
185,2025-01-01T01:02:04.337349,1.123531,1.144006,1747.802856,0.858100,0.260352,-0.399871,0.189694,50.00,PERSP,36.00,24.00
186,2025-01-01T01:02:24.578313,1.065472,1.197336,1747.804077,0.853267,0.270049,-0.393284,0.210562,50.00,PERSP,36.00,24.00
187,2025-01-01T01:02:44.819277,1.007377,1.247112,1747.804565,0.847931,0.279413,-0.386749,0.231012,50.00,PERSP,36.00,24.00
